index,cafe_name,city,province,phone_number,cost,work_start,work_end,cafe_address,hookah,internet,delivery,smoking,open_space,live_music,parking,pos,food_quality,service,cost_value,environment,follower,lat,lon
408, جریان ,tehran,خیابان فرشته,02109373333816,2,09:00:00,00:00:00,خیابان فرشته،خیابان بوسنی هرزوگوین، خیابان دکتر حسابی، باغ موزه هنر ایرانی,False,False,False,False,True,False,False,True,0,0,0,0,0,35.79928473234962,51.42412662506103
409, باوان ,tehran,خیابان مطهری,,2,12:00:00,21:00:00,خیابان مطهری، خیابان لارستان، خیابان عبده، پلاک ۷,False,False,False,False,True,False,False,True,0,0,0,0,0,35.71986675774921,51.41241947726784
410, لوتوس ,tehran,آجودانیه,02126150421,2,11:00:00,23:00:00,آجودانیه،مجتمع تجاری عرش آجودانیه،طبقه دوم پلاک 154,False,False,True,False,False,False,True,True,0,0,0,0,0,35.81607915705508,51.48362673819065
411, صفر هشت ,tehran,فرمانیه,02122283828,2,08:30:00,23:00:00,فرمانیه،دیباجی شمالی،پلاک ۷۲,False,False,False,False,False,False,False,True,0,0,0,0,0,35.79914876584116,51.46689981222153
412, لینک (اندرزگو) ,tehran,خيابان اندرزگو,02122670306,2,11:00:00,23:30:00,خيابان اندرزگو، خيابان سليمي جنوبي، خيابان نعمتي، پلاك ٣٤,False,False,False,False,False,False,False,True,5,5,3,5,0,35.79960670011368,51.45153343677521
413, الوا  ,tehran,سید خندان,,2,10:00:00,22:00:00,سید خندان، خیابان جلفا، فرهنگسرای ارسباران، کوچه عقابف پلاک یک,False,False,False,False,False,False,False,True,0,0,0,0,0,35.74452829215309,51.44333502223835
414, تلما (ولیعصر) ,tehran,چهارراه ولیعصر,02109199673742,2,09:00:00,00:00:00,چهارراه ولیعصر، خیابان خارک، کوچه داوری، پلاک ٣,False,False,False,False,False,False,False,True,0,0,0,0,0,35.69959046099608,51.4097660779953
415, بیکری روستار ,tehran,اقدسیه,02126455478,2,09:00:00,23:00:00,اقدسیه،نبش خیابان فیرزو بخش،جنب سفارت چین،مجتمع تجاری آوا سنتر،طبقه منفی ۲,False,False,False,False,False,False,False,True,0,0,0,0,0,35.80477269023174,51.47680319845676
416, سیتی تراس ,tehran,شهران,02144341947,2,11:00:00,00:00:00,شهران، بلوار کوهسار، پارک جنگلی کوهسار,False,False,False,False,False,False,True,True,3,3,3,4,0,35.77736392677951,51.2833696603775
417, مومنتو ,tehran,باملند,,2,12:00:00,23:00:00,باملند، ورودی A بلوک A، طبقه 2,False,True,False,False,False,False,True,True,0,0,0,0,0,35.74445070282549,51.22124701738357
418, ژانوی ,tehran,خيابان شريعتى بالاتر از پل صدر نبش كوچه داد (حافظى) پاساژ الماس طبقه همكف,02140229014,2,09:00:00,00:00:00,خيابان شريعتى بالاتر از پل صدر نبش كوچه داد (حافظى) پاساژ الماس طبقه همكف,False,False,False,False,False,False,False,True,0,0,0,0,0,35.78769574357321,51.43592432141304
419, سی تی پلاس ,tehran,شهرک غرب,02109361298909,2,09:30:00,00:00:00,شهرک غرب، خیابان ایران زمین، خیابان گلستان جنوبی، جنب بانک ایران زمین، پلاک 9,False,False,True,False,False,False,False,True,0,0,0,0,0,35.75588764373675,51.3768245279789
420, سعدآباد ,tehran,کاخ موزه سعد آباد,02122715050,2,09:00:00,21:00:00,کاخ موزه سعد آباد،درب زعفرانیه بالاتر از کاخ ملت,False,True,False,False,False,True,False,True,0,0,0,0,0,35.81457676000724,51.42514050006866
421, کایا ,tehran,شهرک غرب,02186175382,3,12:00:00,00:00:00,شهرک غرب، روبه روی میلاد نور، مجتمع ستین سنتر,False,False,True,False,False,False,True,True,0,0,0,0,0,35.75437376925557,51.36315800249576
422, اکنون ,tehran,اوین,0219121279460,2,09:00:00,20:00:00,اوین، اعرابی، نرسیده به سرهنگ عشقی، پلاک ۱۲,False,False,False,False,False,False,False,True,0,0,0,0,0,35.79472483257132,51.39079213142395
423, کارول (اندرزگو) ,tehran,بلوار کاوه,02122215739,2,09:00:00,23:00:00,بلوار کاوه، ابتدای بلوار اندرزگو، پلاک ۱۳۸,False,False,False,False,False,False,False,True,0,0,0,0,0,35.79596490755971,51.44355654716492
424, ژابیز لانژ ,tehran,خیابان ولیعصر,02188856149,3,10:00:00,00:00:00,خیابان ولیعصر، بالاتر از پارک ساعی، نبش خیابان مردوخی,True,True,False,False,True,False,False,True,3,2,3,3,0,35.73953266037861,51.40944008466768
425, همنشین ,tehran,میدان رسالت,02177224574,2,09:00:00,00:00:00,میدان رسالت، خیابان هنگام، سه راه طاهرخانی، نبش کوچه بهار,False,False,False,False,False,False,False,True,0,0,0,0,0,35.74177509439865,51.4940324404051
426, ماهور (شهرک غرب) ,tehran,شهرک غرب,02188071090,2,11:00:00,00:00:00,شهرک غرب، بلوار دادمان، ابتدای خیابان درختی، مرکز خرید سپهر، طبقه اول,False,False,False,False,False,False,True,True,0,0,0,0,0,35.7655377804512,51.35559350252151
427, هاب ,tehran,دروازه شمیران,02177677254,2,09:00:00,00:00:00,دروازه شمیران، میدان ابن سینا، خیابان مازندران,False,True,False,False,False,False,False,True,5,4,5,5,0,35.6996677866661,51.44003212451935
428, کلندی جلاتو ,tehran,یوسف آباد,02188601114,2,10:00:00,00:00:00,یوسف آباد،خیابان اسد آبادی،بین ۴۳ و ۴۵ ،جنب بانک رفاه,False,False,True,False,False,False,False,True,0,0,0,0,0,35.73968899849939,51.4054624736309
429, کاما ,tehran,تقاطع خیابان بهشتی و سهرودی پلاک ۱۳۶,02188416061,2,09:00:00,23:00:00,تقاطع خیابان بهشتی و سهرودی پلاک ۱۳۶,False,False,True,False,True,False,False,True,3,4,3,3,0,35.73117725225446,51.43879950537603
430, دلواز ,tehran,شهرک غرب,02188574755,2,09:00:00,22:00:00,شهرک غرب، فاز 1 خ ایران زمین،مرکزخریدگلستان، حیاط شرقی,False,False,False,False,False,False,False,True,0,0,0,0,0,35.75968580734683,51.38404369354248
431, سدل روم ,tehran,شهرک غرب,02188078088,2,08:30:00,22:30:00,"شهرک غرب، فاز ۴، خیابان فلامک شمالی،
نبش کوچه پنجم، پلاک ۲۸",False,False,True,False,True,False,False,True,0,0,0,0,0,35.76378304988335,51.35758638381958
432, ویگو ,tehran,تجريش ميدان قدس ابتداى خيابان باهنر پلاك ٥٧١,,2,07:30:00,23:30:00,تجريش ميدان قدس ابتداى خيابان باهنر پلاك ٥٧١,False,False,False,False,False,False,False,True,0,0,0,0,0,35.80497899788529,51.43477313069836
433, بابا طاهر ,tehran,نرسیده به میدان شاپور بین خیابان طبرستان و بشیری پلاک۶۴۸,02155381966,2,11:00:00,00:00:00,نرسیده به میدان شاپور بین خیابان طبرستان و بشیری پلاک۶۴۸,False,False,False,False,True,False,False,True,0,0,0,0,0,35.67494153388337,51.40775978565216
434, گروک ,tehran,شهران جنوبی,02144368429,2,10:00:00,00:00:00,شهران جنوبی، بلوار کوهسار، خیابان فرهنگ، مجتمع کوهسار،بلوکB، واحد تجاری یک,False,False,False,True,False,False,False,True,0,0,0,0,0,35.76027347262506,51.28417164087295
435, لوزان ,tehran,خیابان سپهبد قرنی,0219217260653,2,06:00:00,23:30:00,خیابان سپهبد قرنی، خیابان شاداب، پلاک ۵۲، جنب هتل قدس,False,False,False,False,False,False,False,True,0,0,0,0,0,35.71008101783195,51.41586273908615
436, کانتینر (سعادت آباد) ,tehran,سعادت آباد,02122140603,2,08:00:00,00:00:00,سعادت آباد، میدان فرهنگ، بلوار ۲۴ متری، نبش هفتم شرقی,False,False,True,False,False,False,False,True,0,0,0,0,0,35.78571739137356,51.38445675373077
437, سیزده 50 ,tehran,سعادت آباد,02122359015,2,09:00:00,00:00:00,سعادت آباد،بالاتر از میدان کاج، بین خیابان عبقری و گلستان دوم,False,False,True,False,True,False,False,True,0,0,0,0,0,35.78727146542373,51.3732598721981
438, ریزوتو (زعفرانیه) ,tehran,زعفرانیه,02122180851,2,11:00:00,00:00:00,زعفرانیه، میدان اعجازی، بلوار بهزادی، بن بست بهار,False,True,False,False,False,True,True,True,0,0,0,0,0,35.80888664247605,51.40935301780701
439, عمارت پلاک 85 ,tehran,یوسف آباد,02186053695,2,11:00:00,23:30:00,یوسف آباد، خیابان شهید اکبری، روبروی سی و سوم، پلاک ۸۵,False,True,False,False,False,False,False,True,4,4,4,4,0,35.735831640492,51.40900433063507
440, دریم لند ,tehran,بلوار فردوس شرق,02144978731,2,16:00:00,00:00:00,بلوار فردوس شرق، بين خیابان عقيل و حسن آباد،پلاك ٣٦٧,False,False,False,False,False,False,False,True,0,0,0,0,0,35.72419097903579,51.31342559970211
441, طهران تهران ,tehran,خیابان جمهوری,02133934524,2,12:00:00,16:00:00,خیابان جمهوری، جنب متروی سعدی، پلاک ۲۰۵,False,False,True,False,False,True,False,True,0,0,0,0,0,35.69317424955978,51.42477839022511
442, ال ماسو ,tehran,تهرانپارس,02177200495,2,11:00:00,23:00:00,تهرانپارس، بالاتر از فلکه سوم، انتهای خیابان خدابنده، ساختمان امیران,False,False,False,False,False,False,False,True,0,0,0,0,0,35.743472696272,51.54298670589924
443, خشت بهشت ,tehran,خیابان پیروزی,02133319225,2,12:00:00,00:00:00,خیابان پیروزی، صد دستگاه، پلاک524,False,False,False,False,False,False,False,True,4,4,5,4,0,35.69132489469821,51.47228971123695
444, تاریخ ,tehran,وصال شیرازی,02188997229,2,09:00:00,20:00:00,وصال شیرازی، نرسیده به بلوارکشاورز، بالاتر از ایتالیا، کوچه مریم، کاشی۵,False,False,False,False,False,False,False,True,4,5,5,4,0,35.70758836963549,51.39876902103424
445, یونیس ,tehran,خیابان استخر,02177060312,2,11:00:00,00:00:00,خیابان استخر، بلوار استقلال، جنب پارک پلیس، ابتدا خیابان صاحب الزمان شمالی، پلاک 12، طبقه اول,False,True,False,False,False,False,False,True,3,2,3,3,0,35.75653192953071,51.54614299535751
446, سایدا ,tehran,شهران شمالی,02144314051,2,12:00:00,00:00:00,شهران شمالی،بالاتر از فلکه سوم،جنب کارواش پدربزرگ,True,False,False,True,True,False,True,True,4,3,4,4,0,35.77726165178188,51.29349768161774
447, سوییت بار ,tehran,بزرگراه شهید محلاتی,02133519430,2,11:00:00,23:00:00,بزرگراه شهید محلاتی،حد فاصل پُل ری و پُل آهنگ،پلاک ۳۳۸,False,False,False,False,False,False,False,True,0,0,0,0,0,35.67382703814591,51.44203305244446
448, رادیو سیتی ,tehran,زعفرانیه,02122179245,2,08:30:00,23:30:00,زعفرانیه، سه راه آصف،مجتمع تجاری بامیک,False,True,False,False,False,True,True,True,0,0,0,0,0,35.80814924648647,51.41917861998081
449, مزون ,tehran,دروس,02122765436,2,08:00:00,23:00:00,دروس، میدان هدایت، خیابان شادلو، خیابان کماسایی، پلاک۴۷,False,False,True,False,False,False,False,True,0,0,0,0,0,35.77269613596712,51.45198941230774
450, بلو بیسترو ,tehran,بزرگراه آیت الله کاشانی,02144000999,2,12:00:00,00:00:00,بزرگراه آیت الله کاشانی،نبش خیابان عقیل,False,False,True,False,False,False,False,True,0,0,0,0,0,35.728968094763,51.31624182506202
451, چهل ,tehran,سعادت آباد,02188095152,2,08:30:00,23:00:00,سعادت آباد، خیابان ۳۸، نبش تقاطع نبی اکرم و خیابان ۴۰,False,False,False,False,True,False,False,True,0,0,0,0,0,35.77153186572769,51.37980915606022
452, سینتیا ,tehran,فرمانیه,02126253102,2,12:00:00,23:30:00,فرمانیه،نبش نارجستان چهارم،مجتمع ارتمیس،طبقه دوم,False,True,True,False,False,False,False,True,3,3,4,2,0,35.79610686227774,51.47601462900638
453, الیاسام ,tehran,حکیم غرب,02144998732,2,12:00:00,00:00:00,حکیم غرب، خروجی لشگری غرب گذر,False,True,False,False,False,False,False,True,4,2,4,4,0,35.73754290012394,51.11815094947815
454, راکان ,tehran,انتهای اتوبان ستاری شمال,02144847702,2,11:00:00,23:00:00,انتهای اتوبان ستاری شمال،میدان دانشگاه،نبش خیابان مخابرات,False,False,True,False,False,False,False,True,2,2,4,3,0,35.77809072829246,51.32214903831482
455, کولی ,tehran,سـعادت آباد,02188690973,2,08:00:00,21:00:00,سـعادت آباد، بلوار دریـا، صرافهـا جنوبی، ۳۱غـربی,False,False,False,False,False,False,False,True,0,0,0,0,0,35.77218901008507,51.3748840710271
456, پاگانی ,tehran,پاسداران,02126650261,2,09:00:00,00:00:00,پاسداران، خيابان داوود اسلامی، بالاتر از خيابان گيلان، پلاك 12.2 ، طبقه دوم,False,True,False,False,False,False,False,True,1,1,1,1,0,35.76173119025713,51.46155618131161
457, لی وان زغالچی ,tehran,شهر آرا,02166436782,2,08:00:00,00:00:00,شهر آرا، پایین تر از اداره گذرنامه، نبش کوچه هفتم(اکبرزاده),False,False,True,False,False,False,False,True,4,5,4,5,0,35.71446937022272,51.37127101421356
458, دنده شیشا ,tehran,اندرزگو,0219123059935,2,11:00:00,00:00:00,اندرزگو، نبش کاوه، کنار رستوران ضیافت، کوچه نیکو ، پلاک۱، طبقه -۱,False,False,False,False,False,False,False,True,1,1,1,1,0,35.79559304800089,51.44313941809655
459, نون ,tehran,خیابان حافظ,02166756044,2,10:00:00,23:00:00,خیابان حافظ، روبروی تالار وحدت,False,False,False,False,False,False,False,True,0,0,0,0,0,35.6995350308919,51.41185766543422
460, تراس ایده ,tehran,خیابان کریمخان,02188308145,2,12:00:00,22:00:00,خیابان کریمخان، خیابان سنایی، کوچه هجدهم، پلاک ۲۶، طبقه دوم‌,False,True,True,False,False,False,False,True,0,0,0,0,0,35.71975358405844,51.41972243785858
